# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/tede0387/8_Structural-Annotation/braker3/braker3_output/braker.gtf" "-o" "/proj/uppmax2026-1-61/nobackup/work/tede0387/10_Gene-Quantification/counts.txt" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam
g1696	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1310584;1310584;1310786;1310786;1311085;1311085;1311298;1311298;1311510;1311510;1311750;1311750;1311937;1311976;1312356;1312356;1312736;1312736;1313112;1313112;1313525;1313525;1313784;1313784;1314227;1314227	1310672;1310672;1310894;1310894;1311165;1311165;1311310;1311310;1311574;1311574;1311842;1311842;1312057;1312057;1312501;1312501;1312837;1312837;1313383;1313383;1313573;1313573;1313852;1313852;1314346;1314346	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1329	890	607	456	318	130	276
g1697	contig_75_pilon;contig_75_pilon	1332181;1332825	1332320;1332957	+;+	273	8	5	18	6	0	1
g1698	contig_75_pilon;contig_75_pilon	1332393;1332825	1332458;1332974	+;+	216	12	10	17	5	2	2
g1699	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1333437;1334109;1334513;1334724;1335212;1335449;1335705;1336166;1336461;1337119;1337636;1338067	1333572;1334241;1334584;1334867;1335283;1335508;1335802;1336303;1336802;1337513;1337731;1338285	+;+;+;+;+;+;+;+;+;+;+;+	1905	764	1017	1032	397	263	370
g1700	contig_75_pilon	1350232	1350711	+	480	0	0	0	0	0	0
g1701	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1350515;1350911;1351187;1351407;1351407;1351407;1352429;1352429;1352429;1352783;1352783;1352783;1353056;1353056;1353056;1353290;1353290;1353290;1353462;1353462;1353462;1353695;1353695;1353695;1354003;1354003;1354003	1350922;1350922;1351252;1351592;1351592;1351592;1352513;1352513;1352513;1352932;1352932;1352932;1353132;1353132;1353132;1353329;1353329;1353329;1353519;1353519;1353519;1353764;1353764;1353764;1354527;1354527;1354527	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1665	445	1918	1601	791	557	782
g1702	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1356457;1357029;1357554;1357861;1358098;1358652;1359039;1359631;1359964;1360253;1360428;1360755;1361245;1361606	1356703;1357116;1357611;1357878;1358404;1358770;1359099;1359727;1360004;1360298;1360522;1360858;1361292;1361668	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1392	1271	1424	1468	3069	2293	2630
g1703	contig_75_pilon	1365672	1367261	+	1590	115	124	135	199	125	103
g1704	contig_75_pilon;contig_75_pilon	1368345;1369615	1368920;1370091	-;-	1053	314	357	588	1338	1204	1723
g1705	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1372595;1372777;1372996;1373261;1373516;1373836;1374133;1374454;1374950	1372664;1372897;1373111;1373340;1373641;1373916;1374319;1374518;1375177	-;-;-;-;-;-;-;-;-	1074	731	831	869	120	131	297
g1706	contig_75_pilon	1375930	1376172	-	243	7	7	2	3	0	3
g1707	contig_75_pilon;contig_75_pilon	1376853;1377069	1376913;1377262	-;-	255	0	1	0	1	0	6
g1708	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1381396;1381396;1382276;1382276;1382477;1382477;1382788;1382788;1382957;1382957;1383232;1383232;1383634;1383634;1384078;1384078;1384287;1384287;1384486;1384486;1384740;1384740;1384952;1384952;1385108;1385108;1385553;1385553;1385790;1385790;1386039;1386039;1386402;1386402;1386837;1386837;1387090;1387090;1387380;1387380;1387623;1387628	1381582;1381582;1382327;1382327;1382536;1382536;1382812;1382812;1383042;1383042;1383343;1383343;1383696;1383696;1384097;1384097;1384384;1384384;1384514;1384514;1384771;1384771;1384999;1384999;1385168;1385168;1385650;1385650;1385885;1385885;1386136;1386136;1386511;1386511;1386923;1386923;1387196;1387196;1387474;1387474;1387927;1387671	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1869	1531	1456	1283	3219	2328	1366
g1709	contig_75_pilon;contig_75_pilon;contig_75_pilon	1388625;1389368;1390317	1388858;1390069;1391168	-;-;-	1788	315	388	312	178	90	364
g1710	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1392816;1393638;1394076;1394411;1394677;1395094;1395390	1392865;1393763;1394230;1394498;1394894;1395254;1395524	+;+;+;+;+;+;+	933	179	212	199	133	98	168
g1711	contig_75_pilon;contig_75_pilon	1399292;1399675	1399306;1399971	-;-	312	12	10	13	57	17	54
g1712	contig_75_pilon	1401110	1401811	-	702	1315	1054	1187	1189	950	1807
g1713	contig_75_pilon	1402424	1402867	-	444	37	56	59	46	13	34
g1714	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1403978;1404410;1404780;1405152;1405571;1405984;1406166;1406700;1406910;1407190;1407512	1404148;1404580;1405058;1405336;1405624;1406040;1406418;1406771;1406979;1407378;1407618	-;-;-;-;-;-;-;-;-;-;-	1608	5	4	3	1	0	19
g1715	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1412442;1412665;1413192;1415386;1415665;1415993;1416435;1416806;1417701;1418104;1418378;1418682;1418976;1419168;1419463;1419786;1420093;1420414;1420584;1420798;1421063;1421323;1421572;1421794;1422105;1422300;1422586;1422811;1423173;1423496	1412510;1413015;1414991;1415568;1415878;1416324;1416672;1417197;1417973;1418226;1418455;1418858;1419068;1419278;1419651;1419977;1420284;1420470;1420658;1420914;1421187;1421362;1421622;1421978;1422198;1422473;1422681;1423065;1423379;1423855	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6843	293	580	475	180	133	344
g1716	contig_75_pilon	1428310	1429068	+	759	656	423	674	459	350	705
g1717	contig_75_pilon;contig_75_pilon	1429424;1429424	1430449;1430467	-;-	1044	15	188	132	16	30	8
g1718	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1435310;1435995;1436282;1436594;1436986;1437342;1437683;1438211;1438637;1439008;1439409;1439758;1440133;1440707;1441013;1441238;1441593;1442057;1442282;1442613;1442876;1443334;1443613;1443795;1444260;1444507;1444821;1445045;1445377;1446038;1446329;1446731;1446960;1447445;1447812;1448009;1448390;1448645;1448936;1449396;1449626;1450057;1450415;1450947;1451355;1451734;1452109;1452574;1452862;1453377	1435570;1436063;1436341;1436689;1437146;1437439;1437900;1438297;1438771;1439130;1439492;1439922;1440309;1440820;1441117;1441356;1441737;1442151;1442387;1442692;1443052;1443418;1443693;1443938;1444355;1444707;1444875;1445187;1445780;1446176;1446526;1446805;1447150;1447625;1447876;1448141;1448491;1448728;1449010;1449455;1449888;1450105;1450575;1451013;1451495;1451910;1452330;1452680;1453054;1453553	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6744	220	610	473	250	78	256
g1719	contig_75_pilon	1454525	1455226	+	702	408	13	1	348	440	718
g1720	contig_75_pilon	1457106	1457807	+	702	3092	3	2	414	173	223
g1721	contig_75_pilon	1459753	1460454	+	702	4018	5	12	374	582	1026
g1722	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1461701;1461957;1462215;1462463;1462765;1462924;1463279;1463470;1463718;1463896;1464254;1464467;1464990	1461817;1462045;1462303;1462503;1462800;1463016;1463372;1463534;1463790;1463988;1464343;1464545;1465167	-;-;-;-;-;-;-;-;-;-;-;-;-	1137	424	357	408	486	318	357
g1723	contig_75_pilon	1489091	1489528	+	438	8	53	34	49	15	15
g1724	contig_75_pilon	1499573	1502020	+	2448	822	1238	1399	1161	898	1108
g1725	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1505247;1505398;1505402;1505689;1505689;1505995;1505995;1506309;1506309	1505274;1505531;1505531;1505764;1505764;1506162;1506162;1506392;1506392	-;-;-;-;-;-;-;-;-	490	1396	688	478	996	1762	1506
g1726	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1515412;1515412;1515879;1515882;1516241;1516241;1516496;1516496;1516800;1516800;1517028;1517028	1515612;1515612;1516013;1516013;1516312;1516312;1516552;1516552;1516875;1516875;1517032;1517032	+;+;+;+;+;+;+;+;+;+;+;+	546	116	170	146	29	118	65
g1727	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1518296;1519494;1520092;1520602	1519366;1519939;1520318;1521041	-;-;-;-	2184	3101	1852	1420	30	23	365
g1728	contig_75_pilon;contig_75_pilon	1520646;1521161	1520885;1521241	+;+	321	178	90	101	1	8	7
g1729	contig_75_pilon	1526308	1527015	-	708	1655	155	613	1766	886	1134
g1730	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1530099;1530386;1530724;1531403;1531910	1530174;1530488;1530838;1531519;1532071	+;+;+;+;+	573	269	2264	3123	197	104	325
g1731	contig_75_pilon	1533317	1533652	+	336	0	0	0	6	0	2
g1732	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1537667;1538267;1538490;1538843;1539142	1537903;1538366;1538551;1539043;1540125	+;+;+;+;+	1584	451	635	839	100	196	346
g1733	contig_75_pilon;contig_75_pilon	1541005;1542631	1541739;1542633	+;+	738	24	152	77	90	90	128
g1734	contig_75_pilon;contig_75_pilon	1550565;1551315	1550827;1551393	+;+	342	188	136	151	59	22	87
g1735	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1551432;1551432;1552068;1552072;1552559;1552559;1552919;1552919;1553101;1553101;1553326;1553326	1551676;1551597;1552291;1552291;1552639;1552639;1552978;1552978;1553163;1553163;1553361;1553361	+;+;+;+;+;+;+;+;+;+;+;+	709	428	407	358	246	155	261
g1736	contig_75_pilon;contig_75_pilon	1556106;1556838	1556186;1557164	+;+	408	695	313	575	897	700	826
g1737	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1559809;1560427;1560634;1561100;1561427;1561735;1562092;1562382;1562662;1562878;1563123;1563575;1563798;1564056;1564412;1564621;1565039;1565392	1559849;1560445;1560765;1561259;1561602;1561830;1562196;1562468;1562751;1562958;1563191;1563652;1563893;1564155;1564515;1564726;1565117;1565524	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1752	551	769	712	6250	8624	5032
g1738	contig_75_pilon;contig_75_pilon;contig_75_pilon	1566998;1567375;1567651	1567255;1567518;1567827	-;-;-	579	300	4541	2731	447	1416	928
g1739	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1576597;1577379;1577692;1578073;1578503	1577016;1577567;1577787;1578140;1578638	+;+;+;+;+	909	225	244	237	65	33	80
g1740	contig_75_pilon	1579855	1581138	+	1284	625	693	675	225	150	361
g1741	contig_75_pilon;contig_75_pilon	1582780;1583771	1583474;1584806	-;-	1731	2	20	12	3	3	16
g1742	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1588429;1588734;1588920;1589183;1589423;1589670;1590047;1590353;1590543;1590764;1591180	1588545;1588831;1589088;1589235;1589478;1589824;1590238;1590423;1590610;1590938;1591336	-;-;-;-;-;-;-;-;-;-;-	1311	62	149	103	135	53	73
g1743	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1592670;1592670;1593172;1593172;1593737;1593737;1594130;1594130;1594373	1592815;1592815;1593287;1593287;1593838;1593838;1594587;1594281;1594396	+;+;+;+;+;+;+;+;+	822	248	165	145	579	555	509
g1744	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1596229;1597250;1597591;1597792;1598090;1598548;1598957;1599224;1599697;1599976;1600329;1600585;1601612	1596556;1597381;1597658;1597856;1598156;1598784;1599064;1599475;1599764;1600075;1600411;1601436;1602152	+;+;+;+;+;+;+;+;+;+;+;+;+	2901	345	471	398	319	170	435
g1745	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1602737;1602737;1603084;1603084;1603451;1603451;1603653;1603653;1603908;1603908;1604204;1604204;1604620;1604620;1604886	1602842;1602842;1603196;1603196;1603501;1603501;1603696;1603696;1603986;1603986;1604244;1604244;1604719;1604719;1604888	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	537	246	493	395	189	231	157
g1746	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1605981;1606386;1606537;1606858;1607226;1607645	1606127;1606436;1606611;1606963;1607323;1607977	+;+;+;+;+;+	810	296	166	130	103	46	132
g1747	contig_75_pilon;contig_75_pilon	1609538;1609556	1610173;1610173	+;+	636	219	155	139	80	45	119
g1748	contig_75_pilon;contig_75_pilon;contig_75_pilon	1611024;1611338;1611640	1611137;1611487;1611918	-;-;-	543	612	1157	813	678	541	817
g1749	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1615397;1615397;1615418;1615747;1615747;1615747;1616004;1616004;1616004;1616580;1616580;1616580;1616795;1616795;1616795;1617047;1617047;1617047;1617252;1617252;1617252;1617504;1617504;1617504;1617720;1617720;1617720;1618028;1618028;1618028;1618257;1618257;1618257;1618491;1618491;1618491;1619095;1619095;1619095;1619312;1619312;1619312;1619747;1619747;1619747;1619994;1619994;1619994;1620284;1620284;1620284;1620589;1620652;1620652;1621046;1621046;1621046	1615477;1615477;1615477;1615860;1615860;1615860;1616199;1616199;1616199;1616668;1616668;1616668;1616875;1616875;1616875;1617141;1617141;1617141;1617322;1617322;1617322;1617594;1617594;1617594;1617837;1617837;1617837;1618123;1618123;1618123;1618305;1618305;1618305;1618681;1618681;1618681;1619169;1619169;1619169;1619449;1619449;1619449;1619797;1619797;1619797;1620177;1620177;1620177;1620420;1620420;1620420;1620717;1620717;1620717;1621132;1621132;1621132	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2073	748	557	319	171	52	68
g1750	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1623477;1623823;1624241;1624530;1624921;1625341;1625605;1626336	1623681;1624037;1624398;1624717;1625173;1625489;1625805;1626655	+;+;+;+;+;+;+;+	1689	1536	2238	1611	3167	1374	3347
g1751	contig_75_pilon;contig_75_pilon	1629904;1630376	1630086;1630861	+;+	669	8296	413	603	2121	2341	2821
g1752	contig_75_pilon	1632746	1633684	-	939	446	1650	1457	328	405	528
g1753	contig_75_pilon	1634747	1635208	+	462	2	18	13	48	27	20
g1754	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1635796;1636046;1636046;1636046;1636216;1636432;1636432;1636432;1636432;1636817;1636817;1636817;1636817;1637022;1637022;1637022;1637022;1637441;1637441;1637441;1637441;1638184;1638184;1638184;1638381;1638381;1638888;1638888;1638888;1638888;1639307;1639307;1639307;1639307	1635839;1636268;1636268;1636268;1636268;1636491;1636491;1636491;1636491;1636936;1636936;1636936;1636936;1637146;1637146;1637146;1637146;1637629;1637629;1637629;1637629;1638237;1638288;1638288;1638455;1638455;1639157;1639157;1639157;1639157;1639546;1639546;1639546;1639546	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1451	1065	671	813	1622	1153	1537
g1755	contig_75_pilon	1640826	1641047	+	222	54	39	47	119	81	75
g1756	contig_75_pilon	1642329	1643858	-	1530	96	125	121	81	16	162
g1757	contig_75_pilon;contig_75_pilon	1643943;1644132	1643957;1644398	-;-	282	18	7	15	11	24	42
g1758	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1655941;1657029;1657396;1658149	1656725;1657119;1657950;1658256	+;+;+;+	1539	506	1148	1236	161	41	297
g1759	contig_75_pilon	1662744	1663607	+	864	1075	2774	4011	2478	1500	3639
g1760	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1664737;1665226;1665535;1665770;1666097;1666340;1666592	1665083;1665325;1665608;1665948;1666167;1666423;1666687	+;+;+;+;+;+;+	951	134	138	101	218	114	221
g1761	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1668355;1669475;1669743;1670199	1668357;1669583;1670012;1670344	+;+;+;+	528	235	318	264	214	143	211
g1762	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1670968;1671648;1672110;1672379;1672726;1672930;1673669;1674029;1674237;1674547	1671521;1671861;1672221;1672618;1672823;1673579;1673821;1674126;1674331;1674657	-;-;-;-;-;-;-;-;-;-	2325	80	188	101	43	19	111
g1763	contig_75_pilon	1677718	1678011	+	294	0	0	4	0	0	0
g1764	contig_75_pilon	1683187	1683564	-	378	0	0	2	8	14	14
g1765	contig_75_pilon	1683563	1683832	+	270	0	0	1	0	0	0
g1766	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1684712;1685088;1685264;1685881	1684962;1685170;1685371;1686053	-;-;-;-	615	11018	5941	8068	9648	8989	9218
g1767	contig_75_pilon	1699928	1701178	+	1251	58	161	158	28	5	61
g1768	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1705510;1705856;1706452;1706856;1707095;1707405;1707842;1708071;1708349;1708625;1708995;1709382;1710022;1710417;1710775;1711028;1711309;1711663;1711962	1705711;1706000;1706664;1706927;1707166;1707476;1707913;1708154;1708426;1708770;1709060;1709531;1710308;1710468;1710866;1711167;1711453;1711809;1712198	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2472	438	639	696	181	116	257
g1769	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1714445;1714445;1714643;1714643;1715231;1715231;1715590;1715590;1715774;1715774;1716026;1716026;1716363;1716363;1716592;1716592	1714487;1714487;1714747;1714747;1715305;1715305;1715669;1715657;1715855;1715855;1716093;1716093;1716446;1716446;1716651;1716651	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	597	608	942	850	1741	1341	1465
